centroid_accession,superkingdom,kingdom,phylum,class,order,family,genus,species,strain_isolate,gene_product,sequence_length_bp,ncbi_definition_line,cluster_count,cluster_accessions_species,curator_notes
HM534808.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Mbhsr5,Mbhsr5,16S ribosomal RNA,1440,"Lactobacillus sp. Mbhsr5 16S ribosomal RNA gene, partial sequence",1,,Isolated from honey bee stomach.
HM534762.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Mbohmt7,Mbohmt7,16S ribosomal RNA,1447,"Lactobacillus sp. Mbohmt7 16S ribosomal RNA gene, partial sequence",1,,Isolated from honey bee stomach.
GQ451634.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Naser Makhdzir-1,Naser Makhdzir-1,16S ribosomal RNA,1147,"Lactobacillus sp. Naser Makhdzir-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey stomach.
GQ451625.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Naser Tajabadi-1,Naser Tajabadi-1,16S ribosomal RNA,1161,"Lactobacillus sp. Naser Tajabadi-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey.
KF543106.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. RR3,RR3,16S ribosomal RNA,1488,"Lactobacillus sp. RR3 16S ribosomal RNA gene, partial sequence",9,"KF599154.1: Lactobacillus sp. 2_3_3CO2, KF599172.1: Lactobacillus sp. 6_2_3CO2, KF599177.1: Lactobacillus sp. 6_5_2CO2, KF599180.1: Lactobacillus sp. 6_6_3CO2, KF599181.1: Lactobacillus sp. 6_6_4CO2, KF599185.1: Lactobacillus sp. 6_9_2CO2, KF599196.1: Lactobacillus sp. 7_9CO2, KF600156.1: Lactobacillus sp. G3_2_1MO2",Isolated from Apis cerana gut.
GQ451630.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Shuhaimi Arash-1,Shuhaimi Arash-1,16S ribosomal RNA,1150,"Lactobacillus sp. Shuhaimi Arash-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey.
GQ451628.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Shuhaimi Mardan-1,Shuhaimi Mardan-1,16S ribosomal RNA,1139,"Lactobacillus sp. Shuhaimi Mardan-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey.
GQ451626.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Shuhaimi naser-1,Shuhaimi naser-1,16S ribosomal RNA,1147,"Lactobacillus sp. Shuhaimi naser-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey.
GQ451627.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Shuhaimi Taj-1,Shuhaimi Taj-1,16S ribosomal RNA,1145,"Lactobacillus sp. Shuhaimi Taj-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey.
GQ451629.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Shuhaimi Yazid-1,Shuhaimi Yazid-1,16S ribosomal RNA,1146,"Lactobacillus sp. Shuhaimi Yazid-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey.
GQ451638.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Taj Amir-1,Taj Amir-1,16S ribosomal RNA,1157,"Lactobacillus sp. Taj Amir-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey stomach.
GQ451639.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Taj Mahdi,Taj Mahdi,16S ribosomal RNA,1126,"Lactobacillus sp. Taj Mahdi 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey stomach.
GQ374178.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Taj Mar-1,Taj Mar-1,16S ribosomal RNA,1097,"Lactobacillus sp. Taj Mar-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey.
GQ451609.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Taj Mustafa-1,Taj Mustafa-1,16S ribosomal RNA,1109,"Lactobacillus sp. Taj Mustafa-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey.
GQ451611.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Taj Naser-1,Taj Naser-1,16S ribosomal RNA,1137,"Lactobacillus sp. Taj Naser-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey.
GQ451607.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Taj Yazid-1,Taj Yazid-1,16S ribosomal RNA,1127,"Lactobacillus sp. Taj Yazid-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey.
GU233463.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Taj-KH109,Taj-KH109,16S ribosomal RNA,1081,"Lactobacillus sp. Taj-KH109 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey.
GU233462.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Taj-KH123,Taj-KH123,16S ribosomal RNA,1102,"Lactobacillus sp. Taj-KH123 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey.
GU233457.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Taj-KS164,Taj-KS164,16S ribosomal RNA,1043,"Lactobacillus sp. Taj-KS164 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey stomach.
GQ451612.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Tajabadi-1,Tajabadi-1,16S ribosomal RNA,1136,"Lactobacillus sp. Tajabadi-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey.
HM534814.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Thmro15,Thmro15,16S ribosomal RNA,1439,"Lactobacillus sp. Thmro15 16S ribosomal RNA gene, partial sequence",1,,Isolated from honey bee stomach.
HM534773.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Thmro2,Thmro2,16S ribosomal RNA,1436,"Lactobacillus sp. Thmro2 16S ribosomal RNA gene, partial sequence",1,,Isolated from honey bee stomach.
HM534772.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Thmro6,Thmro6,16S ribosomal RNA,1437,"Lactobacillus sp. Thmro6 16S ribosomal RNA gene, partial sequence",1,,Isolated from honey bee stomach.
HM534761.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Thoto2,Thoto2,16S ribosomal RNA,1447,"Lactobacillus sp. Thoto2 16S ribosomal RNA gene, partial sequence",1,,Isolated from honey bee stomach.
HM534775.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Tporo2,Tporo2,16S ribosomal RNA,1437,"Lactobacillus sp. Tporo2 16S ribosomal RNA gene, partial sequence",1,,Isolated from honey bee stomach.
GQ451621.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Yazid Arash-1,Yazid Arash-1,16S ribosomal RNA,1144,"Lactobacillus sp. Yazid Arash-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey.
GQ451619.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Yazid Taj-1,Yazid Taj-1,16S ribosomal RNA,1124,"Lactobacillus sp. Yazid Taj-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey stomach.
JN969331.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp.*,ac2l1-1GB,16S ribosomal RNA,1547,"Lactobacillus delbrueckii strain ac2l1-1GB 16S ribosomal RNA gene, partial sequence",1,,Isolate from Apis cerana midgut.  Renamed due to low identity with the Lactobacillus delbrueckii clade (84%).  
GQ451615.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp.*,Naser Mardan-1,16S ribosomal RNA,1145,"Lactobacillus vermiforme strain Naser Mardan-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey stomach.  Only 67% ID to sequence of L. vermiforme (M59295.1).
HM534769.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus vaginalis,Akpoto9,16S ribosomal RNA,1447,"Lactobacillus vaginalis strain Akpoto9 16S ribosomal RNA gene, partial sequence",1,,Isolated from honey bee stomach.
KF599217.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Fructobacillus,Fructobacillus cf. pseudoficulneus*,H2_7_3MCO2,16S ribosomal RNA,1363,"Fructobacillus sp. H2_7_3MCO2 16S ribosomal RNA gene, partial sequence",5,"KF600454.1: Fructobacillus pseudoficulneus, KF600468.1: Fructobacillus pseudoficulneus, KF600477.1: Fructobacillus pseudoficulneus, KF600483.1: Fructobacillus pseudoficulneus",Isolated from Apis mellifera crop.  99% ID to RefSeq L. pseudoficulneus (NR_042758.1).
KF600363.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Fructobacillus,Fructobacillus fructosus,G7_8_2BO2,16S ribosomal RNA,1357,"Fructobacillus fructosus strain G7_8_2BO2 16S ribosomal RNA gene, partial sequence",22,"KF598870.1: Fructobacillus fructosus, KF599349.1: Fructobacillus fructosus, KF599381.1: Fructobacillus fructosus, KF599391.1: Fructobacillus fructosus, KF599413.1: Fructobacillus fructosus, KF599415.1: Fructobacillus fructosus, KF599436.1: Fructobacillus fructosus, KF600135.1: Fructobacillus fructosus, KF600144.1: Fructobacillus fructosus, KF600260.1: Fructobacillus fructosus, KF600319.1: Fructobacillus fructosus, KF600544.1: Fructobacillus fructosus, KF600545.1: Fructobacillus fructosus, KF600546.1: Fructobacillus fructosus, KF600559.1: Fructobacillus fructosus, KF600560.1: Fructobacillus fructosus, KF600561.1: Fructobacillus fructosus, KF600562.1: Fructobacillus fructosus, KF600563.1: Fructobacillus fructosus, KF600567.1: Fructobacillus fructosus, KF600568.1: Fructobacillus fructosus",Isolated from Apis mellifera hindgut.
KF599435.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Fructobacillus,Fructobacillus fructosus,H19_8_2BCO2,16S ribosomal RNA,1369,"Fructobacillus fructosus strain H19_8_2BCO2 16S ribosomal RNA gene, partial sequence",37,"KF599198.1: Fructobacillus fructosus, KF599204.1: Fructobacillus fructosus, KF599205.1: Fructobacillus fructosus, KF599208.1: Fructobacillus fructosus, KF599210.1: Fructobacillus fructosus, KF599211.1: Fructobacillus fructosus, KF599216.1: Fructobacillus fructosus, KF599219.1: Fructobacillus fructosus, KF599232.1: Fructobacillus fructosus, KF599233.1: Fructobacillus fructosus, KF599234.1: Fructobacillus fructosus, KF599235.1: Fructobacillus fructosus, KF599238.1: Fructobacillus fructosus, KF599240.1: Fructobacillus fructosus, KF599244.1: Fructobacillus fructosus, KF599246.1: Fructobacillus fructosus, KF599248.1: Fructobacillus fructosus, KF599249.1: Fructobacillus fructosus, KF599252.1: Fructobacillus fructosus, KF599253.1: Fructobacillus fructosus, KF599257.1: Fructobacillus fructosus, KF599364.1: Fructobacillus fructosus, KF599377.1: Fructobacillus fructosus, KF600432.1: Fructobacillus fructosus, KF600451.1: Fructobacillus fructosus, KF600453.1: Fructobacillus fructosus, KF600457.1: Fructobacillus fructosus, KF600458.1: Fructobacillus fructosus, KF600461.1: Fructobacillus fructosus, KF600462.1: Fructobacillus fructosus, KF600466.1: Fructobacillus fructosus, KF600472.1: Fructobacillus fructosus, KF600473.1: Fructobacillus fructosus, KF600476.1: Fructobacillus fructosus, KF600482.1: Fructobacillus fructosus, KF600485.1: Fructobacillus fructosus",Isolated from Apis mellifera crop.
KF599414.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Fructobacillus,Fructobacillus fructosus,H20_7_1MCO2,16S ribosomal RNA,1075,"Fructobacillus fructosus strain H20_7_1MCO2 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis mellifera crop.
KF600439.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Fructobacillus,Fructobacillus sp. B7_2BO2,B7_2BO2,16S ribosomal RNA,1205,"Fructobacillus sp. B7_2BO2 16S ribosomal RNA gene, partial sequence",2,KF600438.1: Fructobacillus sp. B7_2BCO2,Isolated from Apis mellifera bee bread.
KF600517.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella sp. 3372O2,3372O2,16S ribosomal RNA,1294,"Weissella sp. 3372O2 16S ribosomal RNA gene, partial sequence",1,,Isolated from bee bread of Apis mellifera.
GU233465.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella sp. Taj-Apis,Taj-Apis,16S ribosomal RNA,1030,"Weissella sp. Taj-Apis 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey.
KM454419.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus garvieae,M2,16S ribosomal RNA,1067,"Lactococcus garvieae strain M2 16S ribosomal RNA gene, partial sequence",3,"KM454418.1: Lactococcus garvieae, KM454420.1: Lactococcus garvieae",Isolated from honey bee gut.
KC692209.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,ML244,16S ribosomal RNA,1479,"Lactococcus lactis strain ML244 16S ribosomal RNA gene, partial sequence",2,JN969326.1: Lactococcus lactis,Isolated from honey.
KF600147.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp. M8_11_2TCO2,M8_11_2TCO2,16S ribosomal RNA,1350,"Streptococcus sp. M8_11_2TCO2 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis mellifera midgut.
KM975632.1,Bacteria,undetermined,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium septicum,H4,16S ribosomal RNA,1013,"Clostridium septicum strain H4 16S ribosomal RNA gene, partial sequence",1,,Isolated from honey.
KF710030.1,Bacteria,undetermined,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas vesicularis,AMHSOL273,16S ribosomal RNA,1147,"Brevundimonas vesicularis strain AMHSOL273 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis mellifera honey stomach.
EU055544.1,Bacteria,undetermined,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,Bartonella cf. apis*,Not Available,16S ribosomal RNA,1001,"Uncultured Bartonella sp. clone R1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis mellifera mellifera gut. 99% (979/991) ID to B. apis strain BBC0104 (KP987882.1).
KJ638086.1,Bacteria,undetermined,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Saccharibacter,Acetobacteraceae bacterium*,AMHQH241,16S ribosomal RNA,1102,"Saccharibacter floricola strain AMHQH241 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis mellifera honey. Sequence only 95% ID to Saccharibacter floricola (NR_024819.1).
KJ741219.1,Bacteria,undetermined,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Commensalibacter,Acetobacteraceae bacterium*,MO4,16S ribosomal RNA,1411,"Commensalibacter sp. MO4 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana gut.  Sequence only 96% ID to Commensalibacter type NR_116307.1..
KF599362.1,Bacteria,undetermined,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Asaia,Asaia bogorensis,H19_1_1TCO2,16S ribosomal RNA,1270,"Asaia bogorensis strain H19_1_1TCO2 16S ribosomal RNA gene, partial sequence",4,"KF599379.1: Asaia bogorensis, KF599384.1: Asaia bogorensis, KF599393.1: Asaia bogorensis",Isolated from Apis mellifera crop.
KM014144.1,Bacteria,undetermined,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Parasaccharibacter,Parasaccharibacter apium,B8,16S ribosomal RNA,1390,"Parasaccharibacter apium strain B8 16S ribosomal RNA gene, partial sequence",3,"KM014158.1: Parasaccharibacter apium, KM014167.1: Parasaccharibacter apium",Isolated from Apis mellifera larvae.
KJ638102.1,Bacteria,undetermined,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas panni,AMHSOQ166,16S ribosomal RNA,1064,"Sphingomonas panni strain AMHSOQ166 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis mellifera honey stomach.
KF710023.1,Bacteria,undetermined,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. AMHSBL243,AMHSBL243,16S ribosomal RNA,1242,"Sphingomonas sp. AMHSBL243 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis mellifera honey stomach. 
KF600133.1,Bacteria,undetermined,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus sp.*,M3_3_3TCO2,16S ribosomal RNA,1065,"Cupriavidus respiraculi strain M3_3_3TCO2 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis mellifera midgut.  Species level ID uncertain.
HM008717.1,Bacteria,undetermined,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia cf. aurea*,Not Available,16S ribosomal RNA,1498,"Uncultured Massilia sp. clone AML_D4 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis mellifera mellifera. Sequence 99% ID to type M. aurea (NR_042502.1).
KF600293.1,Bacteria,undetermined,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,G7_1_2TCO2,16S ribosomal RNA,1335,"Snodgrassella alvi strain G7_1_2TCO2 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis mellifera hindgut.
NR_118404.1,Bacteria,undetermined,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,wkB2,16S ribosomal RNA,1548,"Snodgrassella alvi strain wkB2 16S ribosomal RNA gene, complete sequence",19,"EU055548.1: Snodgrassella alvi, EU055554.1: Snodgrassella alvi, HM008719.1: uncultured Simonsiella sp., JQ746645.1: Snodgrassella alvi, JQ746647.1: Snodgrassella alvi, JQ746650.1: Snodgrassella alvi, JQ746651.1: Snodgrassella alvi, KF599360.1: Snodgrassella alvi, KF600125.1: Snodgrassella alvi, KF600407.1: Snodgrassella alvi, KM454390.1: Snodgrassella alvi, KM454391.1: Snodgrassella alvi, KM454397.1: Snodgrassella alvi, KM454407.1: Snodgrassella alvi, KM454408.1: Snodgrassella alvi, KM454412.1: Snodgrassella alvi, KM454414.1: Snodgrassella alvi, NR_118405.1: Snodgrassella alvi",Isolate from Apis mellifera gut.
HM008720.1,Bacteria,undetermined,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Simonsiella,Snodgrassella cf. alvi*,Not Available,16S ribosomal RNA,1501,"Uncultured Simonsiella sp. clone AMP_C2 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis mellifera mellifera.  99% (1488/1501) ID to type S. alvi wkB2 (NR_122055.1).
JN969369.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,Citrobacter freundii,ac1w2-1EMB,16S ribosomal RNA,1509,"Citrobacter freundii strain ac1w2-1EMB 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut. Part of the Citrobacter freundii complex.
JN969341.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacter aerogenes,ac2p3-1EMB,16S ribosomal RNA,1528,"Enterobacter aerogenes strain ac2p3-1EMB 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut.  Sequence is 99% ID to E. aerogenes (NR_114737 / NR_102493).
JN969312.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacter cf. hormaechei / cloacae*,ac1l1-1,16S ribosomal RNA,1470,"Enterobacter hormaechei strain ac1l1-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut.  Species level ID uncertain.
JN969362.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae,ac3p5-1EMB,16S ribosomal RNA,1548,"Enterobacter cloacae strain ac3p5-1EMB 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut. Species level ID uncertain.
JN969364.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae,ac3w2-1EMB,16S ribosomal RNA,1531,"Enterobacter cloacae strain ac3w2-1EMB 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut. Species level ID uncertain.
JN969365.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae,ac3w3-1EMB,16S ribosomal RNA,1470,"Enterobacter cloacae strain ac3w3-1EMB 16S ribosomal RNA gene, partial sequence",5,"KF599052.1: Enterobacter sp. 3067O2, KF599053.1: Enterobacter sp. 3068O2, KF599056.1: Enterobacter sp. 3072O2, KF600136.1: Enterobacter hormaechei",Isolated from Apis cerana indica midgut.
JN969316.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacter sp.*,ac1p4-1EMB,16S ribosomal RNA,1533,"Enterobacter ludwigii strain ac1p4-1EMB 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut. Species level ID uncertain.
JN969314.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacter sp.*,ac1p4-1NA,16S ribosomal RNA,1424,"Enterobacter cloacae strain ac1p4-1NA 16S ribosomal RNA gene, partial sequence",7,"KF599042.1: Enterobacter asburiae, KF599044.1: Enterobacter asburiae, KF600127.1: Enterobacter hormaechei, KF600130.1: Enterobacter hormaechei, KF600138.1: Enterobacter hormaechei, KF600139.1: Enterobacter hormaechei",Isolated from Apis cerana indica midgut. Species level ID uncertain.
KF600110.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacter sp.*,M2_11_4TO2,16S ribosomal RNA,1111,"Enterobacter hormaechei strain M2_11_4TO2 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis mellifera midgut.  Species level ID uncertain. 99% ID to multiple Enterobacter sp.; highest ID to E. xiangfangensis (NR_126208.1).
JN969309.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Lelliottia,Enterobacteriaceae bacterium*,ac1l2-1,16S ribosomal RNA,1544,"Enterobacter amnigenus strain ac1l2-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut.  Species level ID uncertain.
JN969315.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Enterobacteriaceae bacterium*,ac1p4-1TSA,16S ribosomal RNA,1575,"Klebsiella pneumoniae strain ac1p4-1TSA 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut. Species level ID uncertain.
JN969320.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Enterobacteriaceae bacterium*,ac1p5-1EMB,16S ribosomal RNA,1505,"Klebsiella pneumoniae strain ac1p5-1EMB 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut. Species level ID uncertain.
JN969317.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacteriaceae bacterium*,ac1p5-1NA,16S ribosomal RNA,1530,"Enterobacter cloacae strain ac1p5-1NA 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut. Species level ID uncertain.
JN969321.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacteriaceae bacterium*,ac1p5-2,16S ribosomal RNA,1564,"Enterobacter cloacae strain ac1p5-2 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut. Species level ID uncertain.
JN969322.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Enterobacteriaceae bacterium*,ac1w1-1,16S ribosomal RNA,1545,"Klebsiella oxytoca strain ac1w1-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut.  Sequence only 95-96% ID to K. oxytoca.
JN969323.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacteriaceae bacterium*,ac1w3-1,16S ribosomal RNA,1544,"Enterobacter aerogenes strain ac1w3-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut.  Species level ID uncertain; only 95% ID to type E. aerogenes (NR_114737.1)
JN969324.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacteriaceae bacterium*,ac1w4-1,16S ribosomal RNA,1501,"Enterobacter aerogenes strain ac1w4-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut.  Species level ID uncertain; 95% ID to type E. aerogenes (NR_114737.1)
